Protein UniProt Acc.	EC Number
B5YHX5	1.7.99.1
Q944K3	3.5.1.98
P56519	3.5.1.98
P70288	3.5.1.98
O88895	3.5.1.98
Q8CDU6	2.3.2.26
Q5T447	2.3.2.26
Q9Y4D8	2.3.2.26
Q8NG08	3.6.4.12
P03214	3.6.4.-
Q66647	3.6.4.-
F5HEN8	3.6.4.-
P52356	3.6.4.-
Q2HR89	3.6.4.-
Q9NRZ9	3.6.4.-
A7IB61	3.6.4.12
Q58524	3.6.4.12; 3.1.-.-
Q2IKT3	1.2.1.70
A9KSC2	1.2.1.70
A5FDF9	1.2.1.70
Q1INI5	1.2.1.70
A4WN38	1.2.1.70
Q9SJX1	1.2.1.70
Q6F8J3	1.2.1.70
A0LRF2	1.2.1.70
A3MZC2	1.2.1.70
B0BTQ9	1.2.1.70
A0KMZ9	1.2.1.70
Q92403	2.3.1.37
A6TJD3	1.2.1.70
O67314	1.2.1.70
Q5P7G6	1.2.1.70
Q75DX7	2.3.1.37
C3L6Z7	1.2.1.70
A0RJ83	1.2.1.70
Q817Q8	1.2.1.70
Q9K8F8	1.2.1.70
Q65GJ9	1.2.1.70
A8FFV4	1.2.1.70
A7Z7A7	1.2.1.70
C0ZAG9	1.2.1.70
A2RYL1	1.2.1.70
A3NZS3	1.2.1.70
Q2SUG3	1.2.1.70
B9KGB2	1.2.1.70
Q6FXE3	2.3.1.37
P07997	2.3.1.37
A4SFJ7	1.2.1.70
B7V0L2	1.2.1.70
Q1IEX2	1.2.1.70
A5VYG4	1.2.1.70
Q88PW6	1.2.1.70
Q4ZXW8	1.2.1.70
Q1QED0	1.2.1.70
Q8ZYV6	1.2.1.70
P08080	2.3.1.37
P18079	2.3.1.37
C1AZ44	1.2.1.70
Q04512	2.3.1.37
Q68VS3	2.3.1.37
A1AX01	1.2.1.70
A6WSF1	1.2.1.70
A3QH31	1.2.1.70
A4Y3J7	1.2.1.70
Q0HFC7	1.2.1.70
Q83RP1	1.2.1.70
Q2NRS3	1.2.1.70
A9FDP5	1.2.1.70
Q2FXQ9	1.2.1.70
Q2YTB7	1.2.1.70
A6QHK6	1.2.1.70
Q6GG33	1.2.1.70
B9DND0	1.2.1.70
Q8CNY6	1.2.1.70
B2FQ15	1.2.1.70
Q4JAM9	1.2.1.70
C3MZS1	1.2.1.70
C3MYE2	1.2.1.70
A6Q7Y8	1.2.1.70
Q976H4	1.2.1.70
Q31QY3	1.2.1.70
B5YJZ3	1.2.1.70
Q83H91	1.2.1.70
B7JQ57	2.5.1.61
C1ETR0	2.5.1.61
B9IZ39	2.5.1.61
A9VIT8	2.5.1.61
Q7VVU9	2.5.1.61
C0ZAH1	2.5.1.61
Q2YLM5	2.5.1.61
Q8YJB0	2.5.1.61
P57651	2.5.1.61
Q0BCU9	2.5.1.61
Q97MU4	2.5.1.61
B1KY15	2.5.1.61
B6J3T6	2.5.1.61
Q83A37	2.5.1.61
Q6BM23	2.5.1.61
B7L959	2.5.1.61
B7N295	2.5.1.61
C4ZZ69	2.5.1.61
B6I4E0	2.5.1.61
Q2GGC7	2.5.1.61
B2VG55	2.5.1.61
C4Z552	2.5.1.61
A7N9H6	2.5.1.61
Q5NI31	2.5.1.61
Q8RFP5	2.5.1.61
Q5KWK6	2.5.1.61
Q747I1	2.5.1.61
C5D5K7	2.5.1.61
Q7NGF7	2.5.1.61
Q0I178	2.5.1.61
B0UWZ8	2.5.1.61
P08397	2.5.1.61
Q8PW57	2.5.1.61
Q2RJ26	2.5.1.61
Q82WS2	2.5.1.61
Q3SVF3	2.5.1.61
A6WXJ2	2.5.1.61
O69110	2.5.1.61
A5D3L5	2.5.1.61
Q7VD89	2.5.1.61
A2C7L8	2.5.1.61
Q88B91	2.5.1.61
A4WN24	2.5.1.61
B5FN93	2.5.1.61
B5BIU8	2.5.1.61
P0A1Q8	2.5.1.61
A3D9Q4	2.5.1.61
B0TJ54	2.5.1.61
A8G0W4	2.5.1.61
A9FDP9	2.5.1.61
Q2FG66	2.5.1.61
Q2YTB9	2.5.1.61
P64340	2.5.1.61
Q6G8Q5	2.5.1.61
Q4L709	2.5.1.61
B2FI06	2.5.1.61
C4KIZ9	2.5.1.61
C3NF70	2.5.1.61
Q980U4	2.5.1.61
P48246	4.2.1.75
Q8YZ37	1.3.3.3
A0KEX7	1.3.3.3
Q8UD80	1.3.3.3
Q2YS10	1.3.3.3
A9M6L4	1.3.3.3
Q39E99	1.3.3.3
A2S4B5	1.3.3.3
Q54IA7	1.3.3.3
B7UGD5	1.3.3.3
Q8XBI4	1.3.3.3
A1ADV0	1.3.3.3
B2VI13	1.3.3.3
B0U151	1.3.3.3
Q5NFZ8	1.3.3.3
Q5QXJ4	1.3.3.3
A5IBB3	1.3.3.3
Q603L4	1.3.3.3
Q0AEP6	1.3.3.3
Q6D8U8	1.3.3.3
A1VN15	1.3.3.3
A3PF71	1.3.3.3
A2BYW5	1.3.3.3
Q7V9T7	1.3.3.3
Q7V568	1.3.3.3
A2BTG1	1.3.3.3
Q88RQ6	1.3.3.3
Q500S4	1.3.3.3
Q8XXC3	1.3.3.3
Q4KKQ4	1.3.3.3
B5ZY73	1.3.3.3
A8GQB7	1.3.3.3
C4K2Y8	1.3.3.3
A3CYL1	1.3.3.3
A8GHH2	1.3.3.3
A8GYI0	1.3.3.3
B8CHB9	1.3.3.3
P72848	1.3.3.3
Q42946	1.3.3.3
B7VMW3	1.3.3.3
B0RYP5	1.3.3.3
Q81U22	4.99.1.1
Q81TU9	4.99.1.1
Q6HM28	4.99.1.1
B7H0X1	4.99.1.1
Q9KDK9	4.99.1.1
Q7WGI0	4.99.1.1
A5EBP8	4.99.1.1
Q2YIS9	4.99.1.1
P0A3D6	4.99.1.1
Q0TKG6	4.99.1.1
B1LJN3	4.99.1.1
A4W7F9	4.99.1.1
B7LV14	4.99.1.1
A7NBJ3	4.99.1.1
B2SDE2	4.99.1.1
Q5NFT3	4.99.1.1
B9M326	4.99.1.1
Q747F5	4.99.1.1
Q929G2	4.99.1.1
A1U0R2	4.99.1.1
A2SIR1	4.99.1.1
A1KIS5	4.99.1.1
B8ZS79	4.99.1.1
Q740Y1	4.99.1.1
A3PZF2	4.99.1.1
Q1B968	4.99.1.1
P9WNE2	4.99.1.1
A1T8R1	4.99.1.1
A1KSY0	4.99.1.1
Q5YU18	4.99.1.1
Q8ERX9	4.99.1.1
A2Y3Q5	4.99.1.1
Q145F5	4.99.1.1
B4RD10	4.99.1.1
P57778	4.99.1.1
A5VYH6	4.99.1.1
B1JER5	4.99.1.1
Q4FUR3	4.99.1.1
Q2K4C4	4.99.1.1
B5ZPG3	4.99.1.1
B4T9I3	4.99.1.1
Q5PFJ1	4.99.1.1
O59786	4.99.1.1
Q3Z4S4	4.99.1.1
P64125	4.99.1.1
O50533	4.99.1.1
B4SNS0	4.99.1.1
Q04KS4	4.99.1.1
Q8CNS1	4.99.1.1
C1CRD1	4.99.1.1
B2V955	4.99.1.1
Q31S00	4.99.1.1
Q2JHZ4	4.99.1.1
Q5N2B2	4.99.1.1
A5GS98	4.99.1.1
Q0I8L9	4.99.1.1
C5BIF4	4.99.1.1
B8GU82	4.99.1.1
B5FBZ6	4.99.1.1
Q7MMR4	4.99.1.1
B3CLU1	4.99.1.1
Q5GRR7	4.99.1.1
Q8P3H6	4.99.1.1
Q9PFU1	4.99.1.1
Q1C4Q0	4.99.1.1
B1JHN0	4.99.1.1
P51008	1.3.98.3
Q9CGF7	1.3.99.-
P09127	2.1.1.107
E1BVR9	2.1.1.n8
Q5T8I9	2.1.1.n8
Q97WG8	3.6.4.12
Q15751	2.3.2.26
Q4U2R1	2.3.2.26
Q6PAV2	2.3.2.26
Q9LX66	2.7.11.-
P43077	3.2.1.52
P96155	3.2.1.52
Q54SC9	3.2.1.52
P48823	3.2.1.52
P22757	3.4.24.12
C7GRE4	6.4.1.2; 6.3.4.14
C8ZF72	6.4.1.2; 6.3.4.14
A2PYH4	3.6.4.12
P11569	4.2.1.-
Q9ZRA2	1.13.11.5
Q39J54	1.13.11.5
A2S9M1	1.13.11.5
A1V1U3	1.13.11.5
Q48GS7	1.13.11.5
Q87Z79	1.13.11.5
Q88E47	1.13.11.5
Q8XRZ0	1.13.11.5
Q07T66	1.13.11.5
Q13CD3	1.13.11.5
Q9S2B5	1.13.11.5
Q8PQ74	1.13.11.5
P49235	3.2.1.182; 3.2.1.21
P42665	3.4.22.34
Q8RXN4	3.1.2.-
P28817	3.1.2.4
P76106	3.1.-.-
Q72IW9	1.1.1.87
P59723	1.14.11.30; 1.14.11.n4
Q5PNN8	3.-.-.-
Q86Z02	2.7.11.1
Q9H2X6	2.7.11.1
O88850	2.7.11.1
C1EMQ2	2.4.2.17
Q64RE6	2.4.2.17
Q9RQ89	2.4.2.17
Q3AD54	2.4.2.17
Q3AU36	2.4.2.17
B8I5U9	2.4.2.17
A0PXP3	2.4.2.17
Q5FS84	2.4.2.17
A5UA21	2.4.2.17
B8D111	2.4.2.17
Q18EV8	2.4.2.17
B4U858	2.4.2.17
B2GGU8	2.4.2.17
A2RKS3	2.4.2.17
B0SM42	2.4.2.17
Q0W6K3	2.4.2.17
Q8YVL0	2.4.2.17
Q4KI74	2.4.2.17
C4KHR8	3.6.1.31
C3NER1	3.6.1.31
P74755	3.5.4.19; 3.6.1.31
Q9RPQ3	3.5.4.19; 3.6.1.31
A1WFS9	3.6.1.31
Q9KSW7	3.5.4.19; 3.6.1.31
Q8PLG5	3.5.4.19; 3.6.1.31
Q8ZFY1	3.5.4.19; 3.6.1.31
A0LTT2	3.5.4.19
Q8UEK7	3.5.4.19
Q5P796	3.5.4.19
C3L9P6	3.5.4.19
P60540	3.5.4.19
B7HHG6	3.5.4.19
A5ELY1	3.5.4.19
Q57D60	3.5.4.19
B0CGM5	3.5.4.19
B1JUA6	3.5.4.19
Q39K84	3.5.4.19
A2S755	3.5.4.19
Q63Q93	3.5.4.19
B3PK83	3.5.4.19
B3EFT2	3.5.4.19
B3QLJ0	3.5.4.19
A4SG83	3.5.4.19
Q1QWC3	3.5.4.19
B0REU6	3.5.4.19
B3R793	3.5.4.19
B8FLE7	3.5.4.19
Q6AJV8	3.5.4.19
A8LK58	3.5.4.19
B9M8U6	3.5.4.19
Q39UE8	3.5.4.19
Q8F8K4	3.5.4.19
B8DA63	3.5.4.19
A0LCF4	3.5.4.19
Q0W7V3	3.5.4.19
Q12V48	3.5.4.19
A2STB6	3.5.4.19
A6VIS0	3.5.4.19
A2SE10	3.5.4.19
A6URR6	3.5.4.19
Q9X7C3	3.5.4.19
Q1B7H1	3.5.4.19
P9WMM7	3.5.4.19
Q0AEU0	3.5.4.19
A9A5W9	3.5.4.19
Q3J6Q0	3.5.4.19
A1SL49	3.5.4.19
A1R5S3	3.5.4.19
B4SCX8	3.5.4.19
A1VK43	3.5.4.19
Q9HUB7	3.5.4.19
Q8ZY39	3.5.4.19
B3PNV9	3.5.4.19
B5ZQK7	3.5.4.19
Q7UJC4	3.5.4.19
Q07P45	3.5.4.19
Q2RTY3	3.5.4.19
A1AVW3	3.5.4.19
A4FLL5	3.5.4.19
Q01ZT9	3.5.4.19
Q9S2U1	3.5.4.19
Q5LR59	5.3.1.16
A3M9N4	5.3.1.16
B7JA18	5.3.1.16
A3N3W4	5.3.1.16
C0Z6P5	5.3.1.16
A9M9R8	5.3.1.16
B8D8Q6	5.3.1.16
P59520	5.3.1.16
C0RFX2	5.3.1.16
Q6FPN5	5.3.1.16
B3EM61	5.3.1.16
B3QRR1	5.3.1.16
A8AEK0	5.3.1.16
A0PXP7	5.3.1.16
A7MHE2	5.3.1.16
B7K3A9	5.3.1.16
Q47AM2	5.3.1.16
Q9RRJ5	5.3.1.16
A4J708	5.3.1.16
B5YE89	5.3.1.16
A8LHX7	5.3.1.16
B7MDH8	5.3.1.16
B7MWU2	5.3.1.16
A8A1P8	5.3.1.16
B7UT61	5.3.1.16
B1LP17	5.3.1.16
B2VFL2	5.3.1.16
A8LGR0	5.3.1.16
Q5KVC9	5.3.1.16
A1WW06	5.3.1.16
B0TDM8	5.3.1.16
Q0C639	5.3.1.16
A6T377	5.3.1.16
Q039B4	5.3.1.16
A2RKR8	5.3.1.16
Q02YX0	5.3.1.16
Q5WX95	5.3.1.16
B0SDS6	5.3.1.16
Q056S8	5.3.1.16
Q2VYI9	5.3.1.16
Q46CW8	5.3.1.16
Q603K2	5.3.1.16
Q8TYD6	5.3.1.16
A6VJ52	5.3.1.16
P62357	5.3.1.16
A0B7W4	5.3.1.16
Q2RGW1	5.3.1.16
A0QHH8	5.3.1.16; 5.3.1.24
C1ANM5	5.3.1.16; 5.3.1.24
A3Q127	5.3.1.16; 5.3.1.24
Q3IT10	5.3.1.16
Q5FA22	5.3.1.16
Q9JVH4	5.3.1.16
B2J2G1	5.3.1.16
Q5YYP5	5.3.1.16
B6JCG4	5.3.1.16
A6LDI6	5.3.1.16
B2SZ60	5.3.1.16
Q9CLM1	5.3.1.16
C6DF72	5.3.1.16
Q3A136	5.3.1.16
A5CZ74	5.3.1.16
A1VK41	5.3.1.16
A4SV19	5.3.1.16
A2BW33	5.3.1.16
Q4KJS5	5.3.1.16
A4Y084	5.3.1.16
Q4ZLQ1	5.3.1.16
A1SVD0	5.3.1.16
P58791	5.3.1.16
C1ATY9	5.3.1.16
Q21CK4	5.3.1.16
Q162Q2	5.3.1.16
A1AXM7	5.3.1.16
C0Q1J8	5.3.1.16
Q2S296	5.3.1.16
B4TMR9	5.3.1.16
P10372	5.3.1.16
A3D5B0	5.3.1.16
A1RJ17	5.3.1.16
A8FWD0	5.3.1.16
Q0HUN5	5.3.1.16
C3MBC2	5.3.1.16
A6U559	5.3.1.16
B9DIP2	5.3.1.16
Q4A048	5.3.1.16
P16250	5.3.1.16; 5.3.1.24
Q03K81	5.3.1.16
B2V6T1	5.3.1.16
Q2LVE9	5.3.1.16
Q2JRV8	5.3.1.16
Q5MZR5	5.3.1.16
A5GSQ4	5.3.1.16
Q3AYT2	5.3.1.16
Q5SJ49	5.3.1.16
Q3SEU7	5.3.1.16
Q10Y87	5.3.1.16
Q9KSW9	5.3.1.16
Q7M9W9	5.3.1.16
B0RSL8	5.3.1.16
B2SKN4	5.3.1.16
B2JZM5	5.3.1.16
Q1CGW6	5.3.1.16
P60599	2.4.2.-
Q5FTN5	2.4.2.-
P44340	2.4.2.-
Q8A7Z6	4.1.3.-
A9VLH7	4.1.3.-
A1A1I5	4.1.3.-
Q494D6	4.1.3.-
C0Z6P4	4.1.3.-
Q8YE37	4.1.3.-
P57206	4.1.3.-
P59521	4.1.3.-
Q1BS31	4.1.3.-
B4E641	4.1.3.-
Q845U7	4.1.3.-
Q62GE5	4.1.3.-
A3NE93	4.1.3.-
A4JAW9	4.1.3.-
A7H5V4	4.1.3.-
Q3AD48	4.1.3.-
B0T798	4.1.3.-
B3QQ00	4.1.3.-
A1BHP6	4.1.3.-
B9LFN2	4.1.3.-
Q1R080	4.1.3.-
A5CRW2	4.1.3.-
C3KVX6	4.1.3.-
C1FN42	4.1.3.-
A9KP30	4.1.3.-
Q8FNZ9	4.1.3.-
Q4JW52	4.1.3.-
Q1LIB2	4.1.3.-
Q1IX39	4.1.3.-
Q316L4	4.1.3.-
B5YU81	4.1.3.-
B7M404	4.1.3.-
A8A1P9	4.1.3.-
B7NC65	4.1.3.-
A6GY75	4.1.3.-
B0TY41	4.1.3.-
A0LCF3	4.1.3.-
Q8TT96	4.1.3.-
Q12UY6	4.1.3.-
A9W5U0	4.1.3.-
A4G0J7	4.1.3.-
A3CT78	4.1.3.-
B8GEX3	4.1.3.-
B0UHR5	4.1.3.-
O27398	4.1.3.-
Q2RGW2	4.1.3.-
Q93DQ9	4.2.1.19
A1WR21	4.2.1.19
P34048	4.2.1.19
Q89GX0	2.6.1.9
Q46Y48	2.6.1.9
Q5X5X0	2.6.1.9
Q82WM3	2.6.1.9
Q8ESS3	2.6.1.9
Q4KI72	2.6.1.9
Q987C8	2.6.1.9
Q31I36	2.6.1.9
Q98B00	2.6.1.9
Q5F7D7	2.6.1.9
Q9JYH7	2.6.1.9
A6LAM2	2.6.1.9
Q6A8L4	2.6.1.9
B4SGL8	2.6.1.9
B1JBC0	2.6.1.9
Q8TH25	2.6.1.9
Q0SHX9	2.6.1.9
Q20YH9	2.6.1.9
Q2RP86	2.6.1.9
B9KPH4	2.6.1.9
Q1AY33	2.6.1.9
Q57MS2	2.6.1.9
B4T9N5	2.6.1.9
A9MSC2	2.6.1.9
B4TMR6	2.6.1.9
P10369	2.6.1.9
A8GC78	2.6.1.9
Q2FIR7	2.6.1.9
P67724	2.6.1.9
Q8NXN3	2.6.1.9
Q4L4E7	2.6.1.9
B2FPM0	2.6.1.9
Q03K75	2.6.1.9
A6QBY8	2.6.1.9
Q970Z4	2.6.1.9
P73807	2.6.1.9
Q5E637	2.6.1.9
Q7M7Y6	2.6.1.9
P58892	2.6.1.9
B0U3B2	2.6.1.9
A7FJH1	2.6.1.9
Q4A044	1.1.1.23
Q4J8I8	1.1.1.23
Q5MZ26	1.1.1.23
Q8DGR2	1.1.1.23
Q5SKC1	1.1.1.23
Q87QL1	1.1.1.23
Q8PLG9	1.1.1.23
Q8P9P2	1.1.1.23
Q87C29	1.1.1.23
Q9RH05	1.1.1.23
Q9KET9	3.5.2.17
Q8YFU1	3.5.2.17
Q9A545	3.5.2.17
Q06S87	3.5.2.17
P76341	3.5.2.17
Q9I3J5	3.5.2.17
Q4VYA5	3.5.2.17
Q98VP9	3.1.22.-
Q5JGD9	3.1.22.4
A7ZRT3	2.7.1.167; 2.7.7.70
A6Q4Z6	2.7.1.167; 2.7.7.70
A6W0Z9	2.7.1.167; 2.7.7.70
Q3IHX7	2.7.1.167; 2.7.7.70
Q3KJ28	2.7.1.167; 2.7.7.70
Q4ZZ15	2.7.1.167; 2.7.7.70
Q07RN1	2.7.1.167; 2.7.7.70
A9MPW3	2.7.1.167; 2.7.7.70
B5REF8	2.7.1.167; 2.7.7.70
Q5PC86	2.7.1.167; 2.7.7.70
B5BG11	2.7.1.167; 2.7.7.70
A8GJU3	2.7.1.167; 2.7.7.70
A6WJS7	2.7.1.167; 2.7.7.70
B8EE43	2.7.1.167; 2.7.7.70
A8FZZ3	2.7.1.167; 2.7.7.70
Q07Y78	2.7.1.167; 2.7.7.70
Q3YXJ0	2.7.1.167; 2.7.7.70
A7MWN3	2.7.1.167; 2.7.7.70
B5FB67	2.7.1.167; 2.7.7.70
A7FE79	2.7.1.167; 2.7.7.70
Q665V3	2.7.1.167; 2.7.7.70
Q42381	2.3.1.-
Q5H873	2.3.1.93
Q5ZJT1	3.4.-.-
Q6IND6	3.4.-.-
P54874	2.3.3.10
O64966	1.1.1.34
Q0DY59	1.1.1.34
Q9Y7D2	1.1.1.34
P54960	1.1.1.34
P14773	1.1.1.34
Q58116	1.1.1.34
Q29512	1.1.1.34
P16237	1.1.1.34
A4G064	1.12.98.2
A6URB0	1.12.98.2
P97519	4.1.3.4
Q12039	3.6.4.12
O31534	1.14.14.18
P14791	1.14.14.18
P14901	1.14.14.18
P06762	1.14.14.18
E1F8Q4	1.14.12.17
Q9RC40	1.14.12.17
Q7WHW5	1.14.12.17
Q8GAZ4	1.14.12.17
P24232	1.14.12.17
Q7UIY1	1.14.12.17
Q5PIH6	1.14.12.17
P40609	1.14.12.17
Q7MH09	1.14.12.17
Q87F90	1.14.12.17
Q9FUN0	2.1.1.10
A4ZGQ8	2.1.1.10
Q9FUM7	2.1.1.10
Q9FUM9	2.1.1.10
A7TGR2	2.7.11.1
Q3ZBW2	1.1.3.15
Q50925	1.7.2.6
A2Q9T6	3.6.4.13
P0C0H0	2.4.1.212
Q5XE04	2.7.7.9
P67070	2.7.7.9
Q7BLV3	2.4.1.212; 2.4.1.226
Q2KIP2	2.7.11.1
Q750F5	2.3.1.48
Q59VF4	2.3.1.48
Q8LPU4	2.3.1.48
Q6ES10	2.3.1.48
Q9UTM7	2.3.1.48
P77851	1.1.1.157
O05690	3.1.1.22
Q1BYN6	3.1.1.22
Q63RF6	3.1.1.22
Q8XA72	1.3.1.87
P0CI32	1.3.1.87
A8A348	1.18.1.3
Q3YZ11	1.18.1.3
A8A344	1.14.12.19
Q31XV2	1.14.12.19
Q3YZ15	1.14.12.19
B7M7P2	1.14.12.19
A8A345	1.14.12.19
B1LNJ5	1.14.12.19
Q31XV1	1.14.12.19
Q99714	1.1.1.35; 1.1.1.51; 1.1.1.178
P00348	1.1.1.35
Q56841	1.1.1.269
B7MWF3	3.1.2.-; 3.5.1.124
A8A1G6	3.1.2.-; 3.5.1.124
B2TWL8	3.1.2.-; 3.5.1.124
A6TZ28	3.1.2.-; 3.5.1.124
A5IQA5	3.1.2.-; 3.5.1.124
A6QEK3	3.1.2.-; 3.5.1.124
Q6GJB7	3.1.2.-; 3.5.1.124
O85226	1.4.99.5
Q9ZMS0	3.5.2.6
A5FZG9	1.7.99.1
A3N2J4	1.7.99.1
Q397X6	1.7.99.1
A4JPG9	1.7.99.1
B3QXZ3	1.7.99.1
A7FX38	1.7.99.1
C1FUX4	1.7.99.1
A7GH10	1.7.99.1
Q8XHA1	1.7.99.1
A3DBE8	1.7.99.1
A7ZJU2	1.7.99.1
B7LD66	1.7.99.1
Q8X6L0	1.7.99.1
C4ZY45	1.7.99.1
A7ZYH7	1.7.99.1
Q8FJE0	1.7.99.1
B7NAM4	1.7.99.1
B1LN27	1.7.99.1
C5BEA9	1.7.99.1
Q8RFL1	1.7.99.1
B8CZ59	1.7.99.1
Q1MPA7	1.7.99.1
Q0W3X3	1.7.99.1
Q8PS69	1.7.99.1
Q8G969	1.7.99.1
Q2RQN9	1.7.99.1
B5FQ13	1.7.99.1
B4TCZ8	1.7.99.1
Q5PGK4	1.7.99.1
B5R885	1.7.99.1
Q8ZQE8	1.7.99.1
A3D1X1	1.7.99.1
A8H1E5	1.7.99.1
Q323M9	1.7.99.1
Q0T8K8	1.7.99.1
Q3Z3R0	1.7.99.1
A6LL16	1.7.99.1
A5IN10	1.7.99.1
B0K5Y2	1.7.99.1
Q87QG0	1.7.99.1
Q7MLM1	1.7.99.1
Q1CAA5	1.7.99.1
Q8ZGE1	1.7.99.1
O94247	3.6.4.12
Q0JBZ8	2.3.1.-
Q5SMM6	2.3.1.-
Q6K638	2.3.1.-
Q6P3E7	3.5.1.98
Q96DB2	3.5.1.98
Q8LRK8	3.5.1.98
Q91695	3.5.1.98
Q5A960	3.5.1.98
O17323	3.5.1.98
P56518	3.5.1.98
Q4SFA0	3.5.1.98
P83038	3.5.1.98
Q9UQL6	3.5.1.98
Q6NZM9	3.5.1.98
Q0VCB2	3.5.1.98
Q6GPA7	3.5.1.98
P84626	1.8.-.-
A6QG37	1.14.99.48
Q6GA79	1.14.99.48
Q2FK96	1.14.99.48
Q99X56	1.14.99.48
Q6GKE0	1.14.99.48
C3PAD1	1.14.14.18
B7IJU1	1.14.14.18
B7HF56	1.14.14.18
O27434	1.8.98.1
Q8TIB8	1.8.98.1
Q58154	1.8.98.1
Q8PY84	1.8.98.1
P96797	1.8.98.1
Q8TSV8	1.8.98.1
Q8PVW4	1.8.98.1
A8MB76	3.6.4.12
O26901	3.6.4.12
Q974S1	3.6.4.12
Q5JGV6	3.6.4.12; 3.1.-.-
O27830	3.6.4.-
P9WMR1	3.6.4.-
E9QAM5	3.6.4.-
Q3ZC31	2.3.1.37
P22557	2.3.1.37
Q1ITN7	1.2.1.70
B9LKR5	1.2.1.70
B0BAB7	1.2.1.70
O84669	1.2.1.70
B7K1R5	1.2.1.70
Q11Y93	1.2.1.70
Q1IWG2	1.2.1.70
Q9XS79	2.3.1.37
B8IZD9	1.2.1.70
B7LGX1	1.2.1.70
B7MTZ4	1.2.1.70
Q0TIG0	1.2.1.70
P0A6X1	1.2.1.70
B2VEH8	1.2.1.70
Q747I2	1.2.1.70
Q5V1I8	1.2.1.70
Q7NLA8	1.2.1.70
Q9ZGG6	1.2.1.70
Q9ZMJ5	1.2.1.70
A9B543	1.2.1.70
A2BJB7	1.2.1.70
A1AUE9	1.2.1.70
Q6L0J9	1.2.1.70
Q46LG2	1.2.1.70
A8FYZ1	1.2.1.70
B1KDU4	1.2.1.70
Q31ZQ3	1.2.1.70
Q0T5I5	1.2.1.70
A7X393	1.2.1.70
Q2FG64	1.2.1.70
P64330	1.2.1.70
A8Z2J3	1.2.1.70
Q49YA4	1.2.1.70
Q82E77	1.2.1.70
B1XLK6	1.2.1.70
A5GLB0	1.2.1.70
Q72IJ0	1.2.1.70
Q31IN7	1.2.1.70
Q83FI9	1.2.1.70
A5F697	1.2.1.70
Q5E6T4	1.2.1.70
Q87RN5	1.2.1.70
Q8DFF8	1.2.1.70
Q8D2K8	1.2.1.70
Q5GWR0	1.2.1.70
Q9PA72	1.2.1.70
Q6CCW0	2.3.1.37
A1JRU4	1.2.1.70
Q750E0	4.2.1.24
P45622	4.2.1.24
Q9Z7G1	4.2.1.24
Q60HH9	4.2.1.24
P9WMP4	4.2.1.24
Q5Z8V9	4.2.1.24
P77923	4.2.1.24
P06214	4.2.1.24
P0ACB3	4.2.1.24
P43210	4.2.1.24
Q5HFA4	4.2.1.24
Q6GG37	4.2.1.24
P43087	4.2.1.24
Q6FFA9	2.5.1.61
Q9Y9J0	2.5.1.61
B6EPK1	2.5.1.61
A8MGE4	2.5.1.61
O29026	2.5.1.61
A1V5U0	2.5.1.61
A3N700	2.5.1.61
A4JGV4	2.5.1.61
A7GYU4	2.5.1.61
A8FKW8	2.5.1.61
Q9PHW9	2.5.1.61
B9KGA9	2.5.1.61
O94048	2.5.1.61
B8GXG1	2.5.1.61
Q3AQF5	2.5.1.61
Q9PK95	2.5.1.61
B3EPK0	2.5.1.61
A4SFJ8	2.5.1.61
B9DZL6	2.5.1.61
Q0ST16	2.5.1.61
C3PKG2	2.5.1.61
Q8FSF7	2.5.1.61
Q8NT90	2.5.1.61
A9KDC4	2.5.1.61
Q11XT5	2.5.1.61
C1CYD9	2.5.1.61
C6BYB7	2.5.1.61
Q24VC8	2.5.1.61
Q72AV0	2.5.1.61
Q1MPL2	2.5.1.61
Q6AHF1	2.5.1.61
A6Q3S1	2.5.1.61
Q8YVU6	2.5.1.61
A6VE37	2.5.1.61
Q02EA3	2.5.1.61
Q4K3X3	2.5.1.61
Q3K4T0	2.5.1.61
Q98EI7	2.5.1.61
Q7UPN0	2.5.1.61
A8GNR5	2.5.1.61
Q1RJN7	2.5.1.61
Q4ULA5	2.5.1.61
B0BY00	2.5.1.61
Q68WR3	2.5.1.61
A5UU37	2.5.1.61
B4TNV3	2.5.1.61
Q09899	2.5.1.61
Q8E9H0	2.5.1.61
B1KQC6	2.5.1.61
A7X391	2.5.1.61
A0LN73	2.5.1.61
Q0I8I3	2.5.1.61
Q3BXV3	2.5.1.61
Q5GVL2	2.5.1.61
Q87CC9	2.5.1.61
P30527	2.5.1.61
Q66G00	2.5.1.61
O48721	4.2.1.75
O26268	4.2.1.75
P51163	4.2.1.75
Q93Z96	1.3.3.3
B9JZ61	1.3.3.3
A9AJJ8	1.3.3.3
Q62II8	1.3.3.3
A3NT46	1.3.3.3
B8GZX1	1.3.3.3
Q11GB4	1.3.3.3
Q7P012	1.3.3.3
Q83AZ6	1.3.3.3
Q5X5U7	1.3.3.3
C6D9M5	1.3.3.3
P43898	1.3.3.3
Q1I2G6	1.3.3.3
C3K4I0	1.3.3.3
A5VWK4	1.3.3.3
Q3KKE0	1.3.3.3
Q88B49	1.3.3.3
B2U8Z4	1.3.3.3
B3PV29	1.3.3.3
Q4UJP2	1.3.3.3
A9MID0	1.3.3.3
B4T0I0	1.3.3.3
B4TR28	1.3.3.3
P33771	1.3.3.3
A1S1K6	1.3.3.3
